dataset	BioGRID_Interaction_ID	A	B	Experimental_system	Author	PubMed_ID	A_sp_ID	B_sp_ID	A_species	B_species	interactor_sp_ID	interactor_name	Ob_ID	baseMean	log2FoldChange	lfcSE	pvalue	padj
BioGRID	2824714	ANLN	ADAR	Affinity Capture-MS	Capalbo L (2019)	PUBMED:31586073	Q9NQW6	P55265	Homo sapiens	Homo sapiens	Q9NQW6	ANLN	NA	NA	NA	NA	NA	NA
BioGRID	2825873	CHMP4B	ADAR	Affinity Capture-MS	Capalbo L (2019)	PUBMED:31586073	Q9H444	P55265	Homo sapiens	Homo sapiens	Q9H444	CHMP4B	Ocbimv22026878m	9504.71884731057	-0.429523660175071	0.141208364683375	0.000493686593293675	0.00925604957007816
BioGRID	2826310	CHMP4C	ADAR	Affinity Capture-MS	Capalbo L (2019)	PUBMED:31586073	Q96CF2	P55265	Homo sapiens	Homo sapiens	Q96CF2	CHMP4C	Ocbimv22026878m	9504.71884731057	-0.429523660175071	0.141208364683375	0.000493686593293675	0.00925604957007816
BioGRID	2830192	KIF14	ADAR	Affinity Capture-MS	Capalbo L (2019)	PUBMED:31586073	Q15058	P55265	Homo sapiens	Homo sapiens	Q15058	KIF14	Ocbimv22039483m	1415.98982995515	0.662231334122177	0.271884537434513	0.00119487802666451	0.0179054026969689
BioGRID	2831227	KIF20A	ADAR	Affinity Capture-MS	Capalbo L (2019)	PUBMED:31586073	O95235	P55265	Homo sapiens	Homo sapiens	O95235	KIF20A	Ocbimv22017211m	644.758611650564	0.0969788683270036	0.25514090442483	0.225039011266931	0.542496862957624
BioGRID	2832297	KIF23	ADAR	Affinity Capture-MS	Capalbo L (2019)	PUBMED:31586073	Q02241	P55265	Homo sapiens	Homo sapiens	Q02241	KIF23	Ocbimv22029986m	NA	NA	NA	NA	NA
BioGRID	2833115	PRC1	ADAR	Affinity Capture-MS	Capalbo L (2019)	PUBMED:31586073	O43663	P55265	Homo sapiens	Homo sapiens	O43663	PRC1	Ocbimv22005583m	NA	NA	NA	NA	NA
BioGRID	2842998	AIM2	ADAR	Affinity Capture-MS	Diner BA (2015)	PUBMED:25665578	O14862	P55265	Homo sapiens	Homo sapiens	O14862	AIM2	NA	NA	NA	NA	NA	NA
BioGRID	2843102	IFI16	ADAR	Affinity Capture-MS	Diner BA (2015)	PUBMED:25665578	Q16666	P55265	Homo sapiens	Homo sapiens	Q16666	IFI16	NA	NA	NA	NA	NA	NA
BioGRID	2845716	ARHGEF10L	ADAR	Affinity Capture-MS	Mueller PM (2020)	PUBMED:32203420	Q9HCE6	P55265	Homo sapiens	Homo sapiens	Q9HCE6	ARHGEF10L	Ocbimv22024154m	12663.3118126907	-0.105847768166184	0.181137161161988	0.398407139783963	0.703055301018391
BioGRID	2845910	DEPDC1B	ADAR	Affinity Capture-MS	Mueller PM (2020)	PUBMED:32203420	Q8WUY9	P55265	Homo sapiens	Homo sapiens	Q8WUY9	DEPDC1B	Ocbimv22019359m	564.834622317353	0.12999792244343	0.21425230043842	0.309243799560864	0.632332857448986
BioGRID	2883290	BRD4	ADAR	Affinity Capture-MS	Erber L (2019)	PUBMED:31239290	O60885	P55265	Homo sapiens	Homo sapiens	O60885	BRD4	NA	NA	NA	NA	NA	NA
BioGRID	2886159	NUPR1	ADAR	Affinity Capture-MS	Lan W (2020)	PUBMED:32780723	O60356	P55265	Homo sapiens	Homo sapiens	O60356	NUPR1	NA	NA	NA	NA	NA	NA
BioGRID	2891510	BRD4	ADAR	Affinity Capture-MS	Shu S (2020)	PUBMED:32416067	O60885	P55265	Homo sapiens	Homo sapiens	O60885	BRD4	NA	NA	NA	NA	NA	NA
BioGRID	2904915	RBM39	ADAR	Affinity Capture-MS	Han T (2017)	PUBMED:28302793	Q14498	P55265	Homo sapiens	Homo sapiens	Q14498	RBM39	NA	NA	NA	NA	NA	NA
BioGRID	2932699	CUL3	ADAR	Affinity Capture-MS	Li J (2015)	PUBMED:26949739	Q13618	P55265	Homo sapiens	Homo sapiens	Q13618	CUL3	NA	NA	NA	NA	NA	NA
BioGRID	2932715	FMR1	ADAR	Affinity Capture-MS	Li J (2015)	PUBMED:26949739	Q06787	P55265	Homo sapiens	Homo sapiens	Q06787	FMR1	Ocbimv22004946m	NA	NA	NA	NA	NA
BioGRID	2936628	RIN3	ADAR	Affinity Capture-MS	Shen R (2020)	PUBMED:32552912	Q8TB24	P55265	Homo sapiens	Homo sapiens	Q8TB24	RIN3	NA	NA	NA	NA	NA	NA
BioGRID	2974692	UFL1	ADAR	Affinity Capture-MS	Liu J (2020)	PUBMED:32807901	O94874	P55265	Homo sapiens	Homo sapiens	O94874	UFL1	Ocbimv22009235m	6642.83402607447	0.0391910477427872	0.122878697306026	0.715111172677819	0.890356301353584
BioGRID	2975332	DDRGK1	ADAR	Affinity Capture-MS	Liu J (2020)	PUBMED:32807901	Q96HY6	P55265	Homo sapiens	Homo sapiens	Q96HY6	DDRGK1	NA	NA	NA	NA	NA	NA
BioGRID	2976389	TP53	ADAR	Affinity Capture-MS	Liu J (2020)	PUBMED:32807901	P04637	P55265	Homo sapiens	Homo sapiens	P04637	TP53	Ocbimv22001920m	878.094517971546	-0.028559090224593	0.18765437227602	0.80904458146765	0.932143033432566
BioGRID	3014831	HTRA4	ADAR	Affinity Capture-MS	Wenta T (2019)	PUBMED:31470122	P83105	P55265	Homo sapiens	Homo sapiens	P83105	HTRA4	Ocbimv22033786m	2203.28057025552	-0.0738910147114018	0.13762303794203	0.512024285847713	0.778730624360746
BioGRID	3021983	PAGE4	ADAR	Affinity Capture-MS	Koirala S (2020)	PUBMED:32698014	O60829	P55265	Homo sapiens	Homo sapiens	O60829	PAGE4	NA	NA	NA	NA	NA	NA
BioGRID	3045908	ILF3	ADAR	Affinity Capture-MS	Huttlin EL (2021)	PUBMED:33961781	Q12906	P55265	Homo sapiens	Homo sapiens	Q12906	ILF3	NA	NA	NA	NA	NA	NA
BioGRID	3046009	MAGEA8	ADAR	Affinity Capture-MS	Huttlin EL (2021)	PUBMED:33961781	P43361	P55265	Homo sapiens	Homo sapiens	P43361	MAGEA8	Ocbimv22031431m	1464.55136134945	-0.56548425371579	0.144979657659403	1.3266053456405e-05	0.000552106534482862
BioGRID	3051748	NPAS1	ADAR	Affinity Capture-MS	Huttlin EL (2021)	PUBMED:33961781	Q99742	P55265	Homo sapiens	Homo sapiens	Q99742	NPAS1	NA	NA	NA	NA	NA	NA
BioGRID	3067907	AQP3	ADAR	Affinity Capture-MS	Huttlin EL (2021)	PUBMED:33961781	Q92482	P55265	Homo sapiens	Homo sapiens	Q92482	AQP3	Ocbimv22038830m	35.9578537737077	0.273753270717546	0.381052156451664	0.0554657316060067	0.254488905935827
BioGRID	3077753	LY86	ADAR	Affinity Capture-MS	Huttlin EL (2021)	PUBMED:33961781	O95711	P55265	Homo sapiens	Homo sapiens	O95711	LY86	NA	NA	NA	NA	NA	NA
BioGRID	3099432	IL13RA2	ADAR	Affinity Capture-MS	Huttlin EL (2021)	PUBMED:33961781	Q14627	P55265	Homo sapiens	Homo sapiens	Q14627	IL13RA2	NA	NA	NA	NA	NA	NA
BioGRID	3105028	S100A2	ADAR	Affinity Capture-MS	Huttlin EL (2021)	PUBMED:33961781	P29034	P55265	Homo sapiens	Homo sapiens	P29034	S100A2	NA	NA	NA	NA	NA	NA
BioGRID	3133113	USP38	ADAR	Affinity Capture-MS	Huttlin EL (2021)	PUBMED:33961781	Q8NB14	P55265	Homo sapiens	Homo sapiens	Q8NB14	USP38	Ocbimv22017408m	651.495702657579	-0.550320896182969	0.225690326090475	0.00173628172693757	0.0239338844596959
BioGRID	3155691	RNASE1	ADAR	Affinity Capture-MS	Huttlin EL (2021)	PUBMED:33961781	P07998	P55265	Homo sapiens	Homo sapiens	P07998	RNASE1	NA	NA	NA	NA	NA	NA
BioGRID	3169315	ILF2	ADAR	Affinity Capture-MS	Huttlin EL (2021)	PUBMED:33961781	Q12905	P55265	Homo sapiens	Homo sapiens	Q12905	ILF2	Ocbimv22032461m	20534.4184539892	0.637731999972072	0.178534620107135	4.52812736353999e-05	0.00142441660888526
BioGRID	3169315	ILF2	ADAR	Affinity Capture-MS	Huttlin EL (2021)	PUBMED:33961781	Q12905	P55265	Homo sapiens	Homo sapiens	Q12905	ILF2	Ocbimv22032461m	20534.4184539892	0.637731999972072	0.178534620107135	4.52812736353999e-05	0.00142441660888526
BioGRID	3197039	SPRTN	ADAR	Affinity Capture-MS	Perry M (2021)	PUBMED:33567341	Q9H040	P55265	Homo sapiens	Homo sapiens	Q9H040	SPRTN	Ocbimv22033255m	1556.86927245715	0.196102655014625	0.150724115844489	0.107447994092558	0.371394132808197
BioGRID	3198469	BTF3	ADAR	Affinity Capture-MS	Wang H (2021)	PUBMED:33644029	P20290	P55265	Homo sapiens	Homo sapiens	P20290	BTF3	Ocbimv22007864m	16227.7453802361	0.310918909032849	0.150781993204994	0.0135572395611789	0.103000707780771
BioGRID	3200467	EP300	ADAR	Affinity Capture-MS	Li X (2021)	PUBMED:33742100	Q09472	P55265	Homo sapiens	Homo sapiens	Q09472	EP300	NA	NA	NA	NA	NA	NA
BioGRID	3201521	FSCN1	ADAR	Affinity Capture-MS	Liu H (2019)	PUBMED:31298480	Q16658	P55265	Homo sapiens	Homo sapiens	Q16658	FSCN1	Ocbimv22031980m	5926.41270123259	-0.0645825232520975	0.197835902736677	0.603818614631064	0.833355336221312
BioGRID	3202124	FBXW7	ADAR	Affinity Capture-MS	Xu F (2021)	PUBMED:33658012	Q969H0	P55265	Homo sapiens	Homo sapiens	Q969H0	FBXW7	Ocbimv22005577m	241.998195255542	0.00939253632965099	0.167149818773925	0.939758119780417	0.980299571624664
BioGRID	3217541	EIF2AK2	ADAR	Affinity Capture-Western	Nie Y (2007)	PUBMED:17079286	P19525	P55265	Homo sapiens	Homo sapiens	P19525	EIF2AK2	Ocbimv22011054m	54.2571495629835	-0.06174393639631	0.210857325698324	0.583460111741128	0.821193726157052
BioGRID	3217542	ILF3	ADAR	Affinity Capture-Western	Nie Y (2007)	PUBMED:17079286	Q12906	P55265	Homo sapiens	Homo sapiens	Q12906	ILF3	NA	NA	NA	NA	NA	NA
BioGRID	3305582	CCNF	ADAR	Affinity Capture-MS	Rayner SL (2021)	PUBMED:33729478	P41002	P55265	Homo sapiens	Homo sapiens	P41002	CCNF	Ocbimv22019188m	2744.15689586113	0.520191327674117	0.130693553203845	1.18854942298947e-05	0.00050660572611018
BioGRID	3308580	PRKRA	ADAR	Affinity Capture-Western	Clerzius G (2013)	PUBMED:24020926	O75569	P55265	Homo sapiens	Homo sapiens	O75569	PRKRA	Ocbimv22018483m	15028.7875434249	-0.0960358926357351	0.173964612118359	0.449096476274723	0.73999458903409
BioGRID	3310812	SIRT6	ADAR	Affinity Capture-MS	Wang H (2021)	PUBMED:34244565	Q8N6T7	P55265	Homo sapiens	Homo sapiens	Q8N6T7	SIRT6	Ocbimv22006578m	2761.03406495382	0.666245142512984	0.114642372460256	7.76486328046772e-10	1.59428502682508e-07
BioGRID	3311773	DVL2	ADAR	Affinity Capture-MS	Kim SO (2021)	PUBMED:34299191	O14641	P55265	Homo sapiens	Homo sapiens	O14641	DVL2	NA	NA	NA	NA	NA	NA
BioGRID	3325651	N	ADAR	Affinity Capture-MS	Somasekharan SP (2021)	PUBMED:34780058	P0DTC9	P55265	Severe acute respiratory syndrome coronavirus 2	Homo sapiens	P0DTC9	N	NA	NA	NA	NA	NA	NA
BioGRID	3337573	ORF3	ADAR	Affinity Capture-MS	Zhou Y (2022)	PUBMED:35032548	K9N796	P55265	Middle-East Respiratory Syndrome-related Coronavirus	Homo sapiens	K9N796	ORF3	NA	NA	NA	NA	NA	NA
BioGRID	3347045	SOX2	ADAR	Affinity Capture-MS	Mahlokozera T (2021)	PUBMED:34732716	P48431	P55265	Homo sapiens	Homo sapiens	P48431	SOX2	Ocbimv22024292m	988.580837152826	0.0844255173211536	0.255730108422255	0.181632583082593	0.486269613736377
BioGRID	3350288	CAPZB	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	P47756	P55265	Homo sapiens	Homo sapiens	P47756	CAPZB	Ocbimv22019117m	18268.7816130246	0.0791802564249097	0.164681277451841	0.521207837715599	0.783772995274973
BioGRID	3352080	COPB2	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	P35606	P55265	Homo sapiens	Homo sapiens	P35606	COPB2	Ocbimv22025549m	11823.3779507234	-0.081203063921267	0.142175649996459	0.524948596032501	0.786099587870778
BioGRID	3352477	CPSF6	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	Q16630	P55265	Homo sapiens	Homo sapiens	Q16630	CPSF6	NA	NA	NA	NA	NA	NA
BioGRID	3353892	DDX21	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	Q9NR30	P55265	Homo sapiens	Homo sapiens	Q9NR30	DDX21	Ocbimv22008502m	14994.3155504649	0.566711498081297	0.19200048781608	0.000409428193753179	0.00796662754201629
BioGRID	3353892	DDX21	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	Q9NR30	P55265	Homo sapiens	Homo sapiens	Q9NR30	DDX21	Ocbimv22008502m	14994.3155504649	0.566711498081297	0.19200048781608	0.000409428193753179	0.00796662754201629
BioGRID	3354195	DHX9	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	Q08211	P55265	Homo sapiens	Homo sapiens	Q08211	DHX9	Ocbimv22005389m	NA	NA	NA	NA	NA
BioGRID	3355187	EIF2AK2	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	P19525	P55265	Homo sapiens	Homo sapiens	P19525	EIF2AK2	Ocbimv22011054m	54.2571495629835	-0.06174393639631	0.210857325698324	0.583460111741128	0.821193726157052
BioGRID	3356394	FUS	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	P35637	P55265	Homo sapiens	Homo sapiens	P35637	FUS	NA	NA	NA	NA	NA	NA
BioGRID	3356649	G3BP2	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	Q9UN86	P55265	Homo sapiens	Homo sapiens	Q9UN86	G3BP2	NA	NA	NA	NA	NA	NA
BioGRID	3358493	HNRNPL	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	P14866	P55265	Homo sapiens	Homo sapiens	P14866	HNRNPL	NA	NA	NA	NA	NA	NA
BioGRID	3358829	ILF3	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	Q12906	P55265	Homo sapiens	Homo sapiens	Q12906	ILF3	NA	NA	NA	NA	NA	NA
BioGRID	3365209	PSPC1	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	Q8WXF1	P55265	Homo sapiens	Homo sapiens	Q8WXF1	PSPC1	NA	NA	NA	NA	NA	NA
BioGRID	3366316	RBM14	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	Q96PK6	P55265	Homo sapiens	Homo sapiens	Q96PK6	RBM14	NA	NA	NA	NA	NA	NA
BioGRID	3366520	RBM39	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	Q14498	P55265	Homo sapiens	Homo sapiens	Q14498	RBM39	NA	NA	NA	NA	NA	NA
BioGRID	3368333	RPS16	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	P62249	P55265	Homo sapiens	Homo sapiens	P62249	RPS16	Ocbimv22016933m	28108.88461447	0.282620723330884	0.179812329770719	0.039310280246416	0.206487050228834
BioGRID	3370278	SNRPA	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	P09012	P55265	Homo sapiens	Homo sapiens	P09012	SNRPA	NA	NA	NA	NA	NA	NA
BioGRID	3370535	SNRPB	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	P14678	P55265	Homo sapiens	Homo sapiens	P14678	SNRPB	Ocbimv22036307m	5771.67303576643	0.620284772816844	0.231651974596236	0.000604965032580809	0.0108314075662009
BioGRID	3370833	SNRPC	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	P09234	P55265	Homo sapiens	Homo sapiens	P09234	SNRPC	NA	NA	NA	NA	NA	NA
BioGRID	3372090	SRP9	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	P49458	P55265	Homo sapiens	Homo sapiens	P49458	SRP9	Ocbimv22007979m	4271.97774333273	0.082863870577371	0.149902855803623	0.475171550564176	0.756742517469765
BioGRID	3372576	SSRP1	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	Q08945	P55265	Homo sapiens	Homo sapiens	Q08945	SSRP1	Ocbimv22006454m	9946.84636091007	-0.155875516566113	0.171265802835986	0.228320930304972	0.546909391116334
BioGRID	3373560	TOP1	ADAR	Affinity Capture-MS	Cho NH (2022)	PUBMED:35271311	P11387	P55265	Homo sapiens	Homo sapiens	P11387	TOP1	Ocbimv22035305m	NA	NA	NA	NA	NA
BioGRID	3396242	PRMT1	ADAR	Affinity Capture-MS	Sanchez-Bailon MP (2021)	PUBMED:34728620	Q99873	P55265	Homo sapiens	Homo sapiens	Q99873	PRMT1	Ocbimv22001258m	32125.5680848692	0.50159374717255	0.13120085629824	2.17277510960207e-05	0.000819641647963125
BioGRID	3397146	MYCN	ADAR	Affinity Capture-MS	Wang L (2022)	PUBMED:35013218	P04198	P55265	Homo sapiens	Homo sapiens	P04198	MYCN	NA	NA	NA	NA	NA	NA
BioGRID	3398557	MYC	ADAR	Affinity Capture-MS	Wang L (2022)	PUBMED:35013218	P01106	P55265	Homo sapiens	Homo sapiens	P01106	MYC	NA	NA	NA	NA	NA	NA
BioGRID	3400098	C9orf78	ADAR	Affinity Capture-MS	Bergfort A (2022)	PUBMED:35241646	Q9NZ63	P55265	Homo sapiens	Homo sapiens	Q9NZ63	C9orf78	Ocbimv22012713m	3780.52823236659	-0.00205064065497589	0.119765189100395	0.983487682266276	0.995125755029495
BioGRID	3410035	ADAR	SMURF2	Affinity Capture-MS	Koganti P (2022)	PUBMED:35403872	P55265	Q9HAU4	Homo sapiens	Homo sapiens	Q9HAU4	SMURF2	Ocbimv22009406m	7214.6742289703	0.0804701384199164	0.132446534044905	0.47222579423396	0.754603875631422
BioGRID	3410036	SMURF2	ADAR	Affinity Capture-MS	Koganti P (2022)	PUBMED:35403872	Q9HAU4	P55265	Homo sapiens	Homo sapiens	Q9HAU4	SMURF2	Ocbimv22009406m	7214.6742289703	0.0804701384199164	0.132446534044905	0.47222579423396	0.754603875631422
BioGRID	3410037	ADAR	SMURF2	Affinity Capture-Western	Koganti P (2022)	PUBMED:35403872	P55265	Q9HAU4	Homo sapiens	Homo sapiens	Q9HAU4	SMURF2	Ocbimv22009406m	7214.6742289703	0.0804701384199164	0.132446534044905	0.47222579423396	0.754603875631422
BioGRID	3410038	SMURF2	ADAR	Affinity Capture-Western	Koganti P (2022)	PUBMED:35403872	Q9HAU4	P55265	Homo sapiens	Homo sapiens	Q9HAU4	SMURF2	Ocbimv22009406m	7214.6742289703	0.0804701384199164	0.132446534044905	0.47222579423396	0.754603875631422
BioGRID	3410039	SMURF2	ADAR	Co-localization	Koganti P (2022)	PUBMED:35403872	Q9HAU4	P55265	Homo sapiens	Homo sapiens	Q9HAU4	SMURF2	Ocbimv22009406m	7214.6742289703	0.0804701384199164	0.132446534044905	0.47222579423396	0.754603875631422
BioGRID	3413503	AIMP2	ADAR	Affinity Capture-MS	Kim DG (2022)	PUBMED:35546148	Q13155	P55265	Homo sapiens	Homo sapiens	Q13155	AIMP2	Ocbimv22030574m	8243.82268541659	-0.0677109753878204	0.147324104439911	0.599561455471636	0.830523448366706
BioGRID	3462486	MALAT1	ADAR	Affinity Capture-MS	Chen R (2017)	PUBMED:28973437	-	P55265	Homo sapiens	Homo sapiens	-	MALAT1	NA	NA	NA	NA	NA	NA
BioGRID	3467789	BAP1	ADAR	Affinity Capture-MS	Yang TJ (2022)	PUBMED:35446349	Q92560	P55265	Homo sapiens	Homo sapiens	Q92560	BAP1	Ocbimv22011703m	NA	NA	NA	NA	NA
BioGRID	3468980	DOT1L	ADAR	Affinity Capture-MS	Salvati A (2022)	PUBMED:35850772	Q8TEK3	P55265	Homo sapiens	Homo sapiens	Q8TEK3	DOT1L	NA	NA	NA	NA	NA	NA
BioGRID	3469708	MEN1	ADAR	Affinity Capture-MS	Salvati A (2022)	PUBMED:35850772	O00255	P55265	Homo sapiens	Homo sapiens	O00255	MEN1	NA	NA	NA	NA	NA	NA
BioGRID	3471605	AR	ADAR	Affinity Capture-MS	Chen M (2022)	PUBMED:35785414	P10275	P55265	Homo sapiens	Homo sapiens	P10275	AR	NA	NA	NA	NA	NA	NA
BioGRID	3473182	AATF	ADAR	Affinity Capture-MS	Kaiser RWJ (2019)	PUBMED:31363146	Q9NY61	P55265	Homo sapiens	Homo sapiens	Q9NY61	AATF	Ocbimv22000081m	1429.13000951747	0.698526168953579	0.150578902000237	3.75731910178789e-07	3.18379198483931e-05
BioGRID	3475106	ZRANB1	ADAR	Affinity Capture-MS	Chen Y (2022)	PUBMED:35944360	Q9UGI0	P55265	Homo sapiens	Homo sapiens	Q9UGI0	ZRANB1	Ocbimv22027295m	1355.44594340416	-0.448368444843961	0.213645748179156	0.005798303826263	0.0578334178386932
BioGRID	3481467	EIF2AK2	ADAR	Affinity Capture-MS	Buljan M (2020)	PUBMED:32707033	P19525	P55265	Homo sapiens	Homo sapiens	P19525	EIF2AK2	Ocbimv22011054m	54.2571495629835	-0.06174393639631	0.210857325698324	0.583460111741128	0.821193726157052
BioGRID	3482340	CLK1	ADAR	Affinity Capture-MS	Buljan M (2020)	PUBMED:32707033	P49759	P55265	Homo sapiens	Homo sapiens	P49759	CLK1	Ocbimv22025042m	10155.2693003723	-0.324719512050214	0.0940646401162681	0.000196685808664386	0.00451210037649023
BioGRID	3483176	SRPK2	ADAR	Affinity Capture-MS	Buljan M (2020)	PUBMED:32707033	P78362	P55265	Homo sapiens	Homo sapiens	P78362	SRPK2	NA	NA	NA	NA	NA	NA
BioGRID	3483701	PAK2	ADAR	Affinity Capture-MS	Buljan M (2020)	PUBMED:32707033	Q13177	P55265	Homo sapiens	Homo sapiens	Q13177	PAK2	Ocbimv22029877m	9786.39175024198	-0.100139255012941	0.173597705529893	0.411977438306143	0.713345065137504
BioGRID	3485642	CDKL2	ADAR	Affinity Capture-MS	Buljan M (2020)	PUBMED:32707033	Q92772	P55265	Homo sapiens	Homo sapiens	Q92772	CDKL2	Ocbimv22007919m	5.09873087330161	0.00893005395482919	0.228282036107966	0.909728504314179	0.970834465857463
BioGRID	3488178	ACE2	ADAR	Affinity Capture-MS	Jin S (2022)	PUBMED:36057605	Q9BYF1	P55265	Homo sapiens	Homo sapiens	Q9BYF1	ACE2	Ocbimv22011562m	25578.1112819099	-0.162236930781771	0.240279056677997	0.210642550581684	0.523563368533977
BioGRID	3502985	TIPARP	ADAR	Affinity Capture-MS	Chen H (2022)	PUBMED:35439318	Q7Z3E1	P55265	Homo sapiens	Homo sapiens	Q7Z3E1	TIPARP	NA	NA	NA	NA	NA	NA
BioGRID	3512529	CCNF	ADAR	Affinity Capture-MS	Siebert A (2022)	PUBMED:36114006	P41002	P55265	Homo sapiens	Homo sapiens	P41002	CCNF	Ocbimv22019188m	2744.15689586113	0.520191327674117	0.130693553203845	1.18854942298947e-05	0.00050660572611018
BioGRID	3519880	TRIM67	ADAR	Affinity Capture-MS	Demirdizen E (2022)	PUBMED:36215168	Q6ZTA4	P55265	Homo sapiens	Homo sapiens	Q6ZTA4	TRIM67	Ocbimv22005302m	2197.90892911932	-0.0581026335653874	0.177760107151545	0.634510345949399	0.850694149060665
BioGRID	3524914	STIP1	ADAR	Affinity Capture-MS	Bhattacharya K (2020)	PUBMED:33239621	P31948	P55265	Homo sapiens	Homo sapiens	P31948	STIP1	Ocbimv22007837m	27898.9526035127	0.00345123952584576	0.191378355667801	0.956844352660413	0.985469579927095
BioGRID	558080	ADARB1	PIN1	Affinity Capture-Western	Marcucci R (2011)	PUBMED:21847096	P78563	Q13526	Homo sapiens	Homo sapiens	Q13526	PIN1	Ocbimv22009264m	9810.43109254989	-0.0612355273057289	0.170580576604139	0.620593527197134	0.843428519679729
BioGRID	558082	ADARB1	WWP2	Affinity Capture-Western	Marcucci R (2011)	PUBMED:21847096	P78563	O00308	Homo sapiens	Homo sapiens	O00308	WWP2	Ocbimv22019292m	9713.26562735804	0.0401022080984014	0.145471461719228	0.73117964880525	0.897659824244219
BioGRID	565630	PPP2CB	ADARB1	Affinity Capture-MS	Glatter T (2009)	PUBMED:19156129	P62714	P78563	Homo sapiens	Homo sapiens	P62714	PPP2CB	Ocbimv22011907m	21785.9006011773	0.134765499356734	0.16788225543162	0.286385872677353	0.609369399869748
BioGRID	941521	ADARB1	BRIX1	Affinity Capture-MS	Li S (2014)	PUBMED:24778252	P78563	Q8TDN6	Homo sapiens	Homo sapiens	Q8TDN6	BRIX1	Ocbimv22017853m	3753.02201230705	0.77237032348079	0.181367550218751	1.87664342145148e-06	0.000117007381632065
BioGRID	941522	ADARB1	C1orf35	Affinity Capture-MS	Li S (2014)	PUBMED:24778252	P78563	Q9BU76	Homo sapiens	Homo sapiens	Q9BU76	C1orf35	NA	NA	NA	NA	NA	NA
BioGRID	941523	ADARB1	C7orf50	Affinity Capture-MS	Li S (2014)	PUBMED:24778252	P78563	Q9BRJ6	Homo sapiens	Homo sapiens	Q9BRJ6	C7orf50	Ocbimv22014173m	NA	NA	NA	NA	NA
BioGRID	941524	ADARB1	CCDC124	Affinity Capture-MS	Li S (2014)	PUBMED:24778252	P78563	Q96CT7	Homo sapiens	Homo sapiens	Q96CT7	CCDC124	Ocbimv22013575m	9099.97285590568	-0.239061032599249	0.115844826742047	0.0192824532416533	0.129578657422929
BioGRID	941525	ADARB1	EBNA1BP2	Affinity Capture-MS	Li S (2014)	PUBMED:24778252	P78563	Q99848	Homo sapiens	Homo sapiens	Q99848	EBNA1BP2	Ocbimv22034069m	2148.05886720444	0.671324656779712	0.175391781505387	1.19469727355862e-05	0.000508172630874901
BioGRID	941526	ADARB1	IFRD2	Affinity Capture-MS	Li S (2014)	PUBMED:24778252	P78563	Q12894	Homo sapiens	Homo sapiens	Q12894	IFRD2	Ocbimv22016008m	5329.73492690428	0.769608986857438	0.213119329554795	2.47625601908174e-05	0.000892369298728347
BioGRID	941527	ADARB1	NIFK	Affinity Capture-MS	Li S (2014)	PUBMED:24778252	P78563	Q9BYG3	Homo sapiens	Homo sapiens	Q9BYG3	NIFK	Ocbimv22026662m	10565.9033852138	0.0533626842285711	0.179720038726586	0.668649804390914	0.868180173499836
BioGRID	941528	ADARB1	MRTO4	Affinity Capture-MS	Li S (2014)	PUBMED:24778252	P78563	Q9UKD2	Homo sapiens	Homo sapiens	Q9UKD2	MRTO4	Ocbimv22003452m	5325.36806533154	0.517187130978564	0.359217727107389	0.0158262196882241	0.114234551254102
BioGRID	941529	ADARB1	NOP16	Affinity Capture-MS	Li S (2014)	PUBMED:24778252	P78563	Q9Y3C1	Homo sapiens	Homo sapiens	Q9Y3C1	NOP16	Ocbimv22033452m	2692.96591184707	0.663033187262868	0.171694435063651	1.15821770116933e-05	0.000496678250363145
BioGRID	941530	ADARB1	RRS1	Affinity Capture-MS	Li S (2014)	PUBMED:24778252	P78563	Q15050	Homo sapiens	Homo sapiens	Q15050	RRS1	Ocbimv22004127m	3025.92351438038	0.324447602341063	0.21185528255046	0.0325988467343479	0.182980238373402
